Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,6677.500000,6691.100098,6656.100098,6673.500000,6673.500000,722304600
2019-09-04,6673.500000,6673.500000,6605.399902,6656.100098,6656.100098,945482700
2019-09-05,6656.100098,6728.200195,6654.200195,6720.799805,6720.799805,1113259600
2019-09-06,6720.799805,6762.299805,6720.799805,6752.700195,6752.700195,1042225900
2019-09-09,6752.700195,6769.100098,6739.299805,6760.100098,6760.100098,812081600
2019-09-10,6760.100098,6766.200195,6709.399902,6728.000000,6728.000000,1058357000
2019-09-11,6728.000000,6752.200195,6728.000000,6752.200195,6752.200195,1141528600
2019-09-12,6752.200195,6800.500000,6752.200195,6765.700195,6765.700195,997606400
2019-09-13,6765.700195,6785.899902,6762.600098,6777.100098,6777.100098,968392800
2019-09-16,6777.100098,6794.500000,6757.899902,6782.000000,6782.000000,1054622200
2019-09-17,6782.000000,6801.700195,6759.000000,6801.700195,6801.700195,970881500
2019-09-18,6801.700195,6810.399902,6784.500000,6791.200195,6791.200195,1031694200
2019-09-19,6791.200195,6849.700195,6791.200195,6825.200195,6825.200195,1390438400
2019-09-20,6825.200195,6883.100098,6825.200195,6839.000000,6839.000000,2039002400
2019-09-23,6839.000000,6880.000000,6839.000000,6861.100098,6861.100098,789826300
2019-09-24,6861.100098,6873.899902,6854.799805,6856.600098,6856.600098,840352800
2019-09-25,6856.600098,6856.600098,6803.000000,6814.700195,6814.700195,1025365300
2019-09-26,6814.700195,6827.299805,6776.399902,6785.600098,6785.600098,816240400
2019-09-27,6785.600098,6829.799805,6785.600098,6824.100098,6824.100098,852345300
2019-09-30,6824.700195,6844.100098,6800.600098,6800.600098,6800.600098,864744100
2019-10-01,6800.600098,6853.700195,6800.600098,6853.000000,6853.000000,919756400
2019-10-02,6853.000000,6853.000000,6753.200195,6753.299805,6753.299805,829533800
2019-10-03,6753.299805,6753.299805,6594.600098,6611.700195,6611.700195,965890200
2019-10-04,6611.700195,6651.500000,6611.200195,6636.899902,6636.899902,656671400
2019-10-07,6636.899902,6687.700195,6636.899902,6686.700195,6686.700195,383085100
2019-10-08,6686.700195,6721.700195,6686.700195,6713.700195,6713.700195,643831600
2019-10-09,6713.700195,6713.700195,6641.700195,6667.000000,6667.000000,675791400
2019-10-10,6667.000000,6688.799805,6646.799805,6662.899902,6662.899902,796149300
2019-10-11,6662.899902,6730.000000,6662.899902,6721.899902,6721.899902,804679600
2019-10-14,6721.899902,6791.399902,6721.899902,6757.899902,6757.899902,699996800
2019-10-15,6757.899902,6768.799805,6737.899902,6763.299805,6763.299805,700739300
2019-10-16,6763.299805,6844.100098,6763.299805,6843.200195,6843.200195,836159300
2019-10-17,6843.200195,6843.399902,6788.500000,6791.500000,6791.500000,1136167300
2019-10-18,6791.500000,6791.500000,6741.799805,6758.399902,6758.399902,930659000
2019-10-21,6758.399902,6758.399902,6721.799805,6757.700195,6757.700195,790636500
2019-10-22,6757.700195,6786.399902,6754.000000,6778.600098,6778.600098,812141200
2019-10-23,6778.600098,6780.100098,6743.600098,6778.200195,6778.200195,812360300
2019-10-24,6778.200195,6820.399902,6778.200195,6796.700195,6796.700195,834059100
2019-10-25,6796.700195,6843.500000,6796.700195,6841.000000,6841.000000,850764600
2019-10-28,6841.200195,6867.500000,6841.200195,6842.500000,6842.500000,734428700
2019-10-29,6842.500000,6864.200195,6839.700195,6848.500000,6848.500000,876435000
2019-10-30,6848.500000,6848.500000,6786.100098,6794.700195,6794.700195,856232400
2019-10-31,6794.700195,6794.700195,6749.799805,6772.899902,6772.899902,932363300
2019-11-01,6772.899902,6781.600098,6745.600098,6779.100098,6779.100098,910891000
2019-11-04,6779.100098,6825.200195,6779.100098,6799.799805,6799.799805,900105400
2019-11-05,6799.799805,6838.200195,6794.700195,6811.600098,6811.600098,735354600
2019-11-06,6811.600098,6828.200195,6772.000000,6773.200195,6773.200195,976603500
2019-11-07,6773.200195,6837.399902,6773.000000,6836.899902,6836.899902,905039700
2019-11-08,6836.899902,6851.700195,6816.100098,6833.200195,6833.200195,1001005400
2019-11-11,6833.200195,6877.299805,6827.899902,6877.000000,6877.000000,882958700
2019-11-12,6877.000000,6883.500000,6836.399902,6857.100098,6857.100098,905481900
2019-11-13,6857.100098,6870.600098,6805.500000,6805.600098,6805.600098,988631300
2019-11-14,6805.600098,6851.200195,6797.700195,6840.799805,6840.799805,954080700
2019-11-15,6840.799805,6901.600098,6840.799805,6898.899902,6898.899902,808458800
2019-11-18,6898.899902,6904.100098,6854.899902,6871.700195,6871.700195,611734700
2019-11-19,6871.700195,6914.100098,6858.399902,6914.100098,6914.100098,750577200
2019-11-20,6914.100098,6914.100098,6820.799805,6828.299805,6828.299805,864962400
2019-11-21,6828.299805,6828.299805,6743.799805,6777.700195,6777.700195,892480100
2019-11-22,6777.700195,6830.500000,6777.700195,6816.500000,6816.500000,697426700
2019-11-25,6818.899902,6864.100098,6818.899902,6835.600098,6835.600098,725706600
2019-11-26,6835.600098,6899.299805,6835.600098,6889.799805,6889.799805,1411376700
2019-11-27,6889.799805,6951.200195,6889.799805,6950.600098,6950.600098,786684000
2019-11-28,6950.600098,6979.700195,6950.600098,6965.600098,6965.600098,684960300
2019-11-29,6965.600098,6996.000000,6948.000000,6948.000000,6948.000000,714180800
2019-12-02,6948.000000,6990.399902,6943.200195,6965.299805,6965.299805,657459700
2019-12-03,6965.299805,6965.299805,6810.000000,6818.399902,6818.399902,920352300
2019-12-04,6818.399902,6818.399902,6700.200195,6714.399902,6714.399902,1001140400
2019-12-05,6714.399902,6792.299805,6714.399902,6791.100098,6791.100098,785578200
2019-12-06,6791.100098,6818.299805,6790.000000,6813.500000,6813.500000,693454300
2019-12-09,6813.500000,6846.600098,6813.500000,6836.399902,6836.399902,689011700
2019-12-10,6836.399902,6840.600098,6808.299805,6812.100098,6812.100098,631803700
2019-12-11,6812.100098,6853.200195,6812.100098,6853.200195,6853.200195,830075800
2019-12-12,6853.200195,6853.399902,6803.399902,6810.799805,6810.799805,852431600
2019-12-13,6810.799805,6855.200195,6810.799805,6844.600098,6844.600098,901055000
2019-12-16,6846.399902,6967.899902,6846.399902,6952.299805,6952.299805,954447800
2019-12-17,6952.299805,6973.700195,6942.799805,6950.500000,6950.500000,867159400
2019-12-18,6957.000000,6971.500000,6956.000000,6967.000000,6967.000000,292183300
2019-12-19,6957.000000,6980.200195,6929.899902,6942.600098,6942.600098,1051325600
2019-12-20,6942.600098,6950.700195,6918.200195,6924.399902,6924.399902,1379618000
2019-12-23,6924.399902,6924.399902,6894.700195,6894.700195,6894.700195,564109300
2019-12-24,6894.799805,6906.399902,6886.799805,6906.399902,6906.399902,331006600
2019-12-27,6906.399902,6936.500000,6906.399902,6936.299805,6936.299805,421032800
2019-12-30,6936.299805,6938.500000,6881.700195,6921.600098,6921.600098,429175600
2019-12-31,6921.600098,6921.600098,6802.399902,6802.399902,6802.399902,418258800
2020-01-02,6802.399902,6828.700195,6789.399902,6810.000000,6810.000000,406074000
2020-01-03,6810.000000,6906.899902,6810.000000,6855.200195,6855.200195,546775500
2020-01-06,6855.200195,6859.899902,6796.200195,6857.399902,6857.399902,638835300
2020-01-07,6857.399902,6950.700195,6857.399902,6943.600098,6943.600098,598462700
2020-01-08,6943.600098,6949.100098,6867.000000,6930.100098,6930.100098,758447000
2020-01-09,6930.100098,7002.799805,6930.100098,6991.399902,6991.399902,721662200
2020-01-10,6991.399902,7046.200195,6991.399902,7041.899902,7041.899902,668912000
2020-01-13,7041.899902,7041.899902,6994.500000,7020.200195,7020.200195,528770000
2020-01-14,7020.200195,7078.000000,7020.200195,7078.000000,7078.000000,783235300
2020-01-15,7078.000000,7114.799805,7077.100098,7113.500000,7113.500000,789195700
2020-01-16,7113.500000,7158.600098,7113.500000,7158.600098,7158.600098,747003100
2020-01-17,7158.600098,7205.500000,7158.600098,7180.299805,7180.299805,695642900
2020-01-20,7180.299805,7209.700195,7180.299805,7196.299805,7196.299805,628185500
2020-01-21,7196.299805,7196.299805,7156.500000,7180.500000,7180.500000,666390800
2020-01-22,7180.799805,7260.000000,7176.799805,7249.000000,7249.000000,842809800
2020-01-23,7249.000000,7249.000000,7181.200195,7199.000000,7199.000000,709610300
2020-01-24,7199.000000,7233.700195,7197.100098,7203.200195,7203.200195,698619700
2020-01-28,7098.399902,7135.399902,7098.399902,7129.299805,7129.299805,108155900
2020-01-29,7098.399902,7150.899902,7098.399902,7135.899902,7135.899902,735732900
2020-01-30,7108.600098,7108.600098,7108.600098,7108.600098,7108.600098,0
2020-01-31,7108.600098,7147.600098,7108.600098,7121.200195,7121.200195,1011496700
2020-02-03,7121.200195,7121.200195,6995.000000,7019.899902,7019.899902,883075100
2020-02-04,7019.899902,7061.200195,7014.200195,7047.600098,7047.600098,832894800
2020-02-05,7080.899902,7080.899902,7080.899902,7080.899902,7080.899902,0
2020-02-06,7148.700195,7150.600098,7144.600098,7146.500000,7146.500000,48379700
2020-02-07,7148.700195,7150.600098,7101.500000,7121.399902,7121.399902,913355900
2020-02-10,7121.399902,7122.399902,7079.200195,7108.000000,7108.000000,832148900
2020-02-11,7151.399902,7181.500000,7151.200195,7181.500000,7181.500000,28397000
2020-02-12,7151.399902,7194.600098,7151.200195,7185.299805,7185.299805,891872600
2020-02-13,7204.600098,7204.600098,7204.600098,7204.600098,7204.600098,0
2020-02-14,7204.600098,7235.600098,7199.799805,7227.100098,7227.100098,1016613100
2020-02-17,7227.100098,7234.899902,7202.200195,7221.200195,7221.200195,689372200
2020-02-18,7221.200195,7221.200195,7192.500000,7208.299805,7208.299805,926902900
2020-02-19,7208.299805,7237.399902,7199.000000,7237.399902,7237.399902,1215789700
2020-02-20,7237.399902,7289.700195,7237.399902,7255.200195,7255.200195,1106600300
2020-02-21,7255.200195,7255.799805,7227.799805,7230.399902,7230.399902,1390447000
2020-02-24,7065.399902,7065.399902,7065.399902,7065.399902,7065.399902,0
2020-02-25,7065.399902,7065.399902,6881.100098,6953.799805,6953.799805,1438159800
2020-02-26,6953.799805,6953.799805,6773.000000,6790.700195,6790.700195,1523108200
2020-02-27,6790.700195,6810.200195,6712.700195,6737.399902,6737.399902,1427440100
2020-02-28,6737.399902,6737.399902,6498.799805,6511.500000,6511.500000,2354588700
2020-03-02,6501.299805,6501.299805,6307.799805,6461.100098,6461.100098,1621386000
2020-03-03,6461.100098,6598.799805,6461.100098,6511.600098,6511.600098,1379263400
2020-03-04,6511.600098,6511.600098,6384.299805,6398.500000,6398.500000,1327885200
2020-03-05,6398.500000,6524.700195,6398.500000,6472.399902,6472.399902,1287172500
2020-03-06,6472.399902,6472.399902,6287.500000,6287.500000,6287.500000,1294802300
2020-03-09,6287.299805,6287.299805,5822.399902,5822.399902,5822.399902,2067890000
2020-03-10,5822.399902,5995.799805,5600.500000,5995.799805,5995.799805,2438605500
2020-03-11,5995.799805,6033.600098,5789.299805,5789.299805,5789.299805,2023522400
2020-03-12,5789.299805,5789.299805,5355.600098,5370.899902,5370.899902,2416880100
2020-03-13,5370.899902,5590.700195,4940.100098,5590.700195,5590.700195,2936470100
2020-03-16,5590.700195,5590.700195,5058.200195,5058.200195,5058.200195,2191019000
2020-03-17,5058.200195,5340.600098,5050.100098,5332.799805,5332.799805,2561325900
2020-03-18,5332.799805,5332.799805,4935.299805,4998.799805,4998.799805,2291827600
2020-03-19,4998.799805,5134.500000,4768.700195,4809.399902,4809.399902,2488643000
2020-03-20,4809.399902,5042.200195,4809.399902,4854.299805,4854.299805,2595237000
2020-03-23,4564.100098,4564.100098,4564.100098,4564.100098,4564.100098,0
2020-03-24,4564.100098,4753.299805,4564.100098,4753.299805,4753.299805,1833386700
2020-03-25,4753.299805,5041.299805,4753.299805,5006.200195,5006.200195,1846893600
2020-03-26,5006.200195,5193.799805,5006.200195,5135.200195,5135.200195,1653819900
2020-03-27,5135.200195,5261.399902,4874.200195,4874.200195,4874.200195,2072977400
2020-03-30,4874.100098,5194.000000,4862.200195,5194.000000,5194.000000,1409217800
2020-03-31,5194.000000,5385.299805,5043.399902,5110.600098,5110.600098,2016956500
2020-04-01,5110.600098,5301.299805,5110.600098,5290.700195,5290.700195,1368703700
2020-04-02,5290.700195,5290.700195,5100.100098,5188.700195,5188.700195,1393658100
2020-04-03,5188.700195,5282.600098,5063.500000,5106.899902,5106.899902,1548105600
2020-04-06,5106.899902,5338.000000,5106.899902,5323.600098,5323.600098,1273475800
2020-04-07,5323.600098,5464.200195,5237.000000,5301.299805,5301.299805,1523457800
2020-04-08,5301.299805,5368.000000,5176.000000,5258.799805,5258.799805,1507546700
2020-04-09,5258.799805,5439.399902,5258.799805,5439.399902,5439.399902,1363194100
2020-04-14,5439.399902,5545.100098,5414.899902,5542.500000,5542.500000,1698645200
2020-04-15,5542.500000,5589.700195,5476.299805,5523.299805,5523.299805,1486574700
2020-04-16,5523.299805,5523.299805,5400.299805,5467.600098,5467.600098,1694575000
2020-04-17,5467.600098,5618.100098,5467.600098,5544.700195,5544.700195,1486163100
2020-04-20,5543.200195,5550.000000,5414.700195,5414.700195,5414.700195,1185697800
2020-04-21,5414.700195,5414.700195,5271.299805,5278.600098,5278.600098,1326339300
2020-04-22,5278.600098,5305.100098,5156.000000,5273.799805,5273.799805,1292673200
2020-04-23,5273.799805,5337.899902,5238.799805,5272.799805,5272.799805,1172142300
2020-04-24,5272.799805,5321.399902,5265.500000,5300.700195,5300.700195,1044956200
2020-04-27,5300.700195,5397.700195,5283.299805,5388.299805,5388.299805,961888000
2020-04-28,5388.299805,5439.299805,5340.899902,5381.200195,5381.200195,1126246000
2020-04-29,5381.200195,5463.799805,5381.200195,5463.799805,5463.799805,1241964900
2020-04-30,5463.799805,5623.000000,5463.799805,5597.700195,5597.700195,1664887500
2020-05-01,5597.700195,5597.700195,5325.000000,5325.000000,5325.000000,1378619600
2020-05-04,5325.000000,5398.200195,5246.399902,5389.500000,5389.500000,1217178000
2020-05-05,5389.500000,5478.100098,5389.500000,5478.100098,5478.100098,1009812300
2020-05-06,5464.799805,5464.799805,5464.799805,5464.799805,5464.799805,0
2020-05-07,5464.799805,5468.299805,5428.600098,5449.899902,5449.899902,1067694900
2020-05-08,5449.899902,5521.200195,5449.899902,5488.000000,5488.000000,1255940100
2020-05-11,5488.000000,5587.399902,5488.000000,5559.100098,5559.100098,1290803900
2020-05-12,5559.100098,5559.100098,5469.899902,5497.299805,5497.299805,1240427500
2020-05-13,5497.299805,5513.700195,5394.600098,5513.700195,5513.700195,1279046700
2020-05-14,5513.299805,5513.299805,5418.000000,5418.000000,5418.000000,1192666200
2020-05-15,5418.000000,5499.600098,5418.000000,5492.799805,5492.799805,1077501100
2020-05-18,5557.500000,5557.500000,5557.500000,5557.500000,5557.500000,0
2020-05-19,5557.500000,5704.399902,5557.500000,5658.799805,5658.799805,1257544300
2020-05-20,5658.799805,5693.399902,5608.200195,5680.100098,5680.100098,1111769100
2020-05-21,5680.100098,5721.899902,5653.700195,5660.899902,5660.899902,1190000000
2020-05-22,5660.899902,5682.500000,5605.600098,5608.799805,5608.799805,1110646900
2020-05-25,5608.799805,5729.899902,5608.799805,5729.899902,5729.899902,995242500
2020-05-26,5729.899902,5889.899902,5729.899902,5889.899902,5889.899902,1461385100
2020-05-27,5889.899902,5941.700195,5820.899902,5884.899902,5884.899902,1801612900
2020-05-28,5884.899902,6029.899902,5884.899902,5957.799805,5957.799805,1668836800
2020-05-29,5957.799805,5957.799805,5870.700195,5872.200195,5872.200195,3067783700
2020-06-01,5872.200195,5938.399902,5823.500000,5938.399902,5938.399902,1184008100
2020-06-02,5938.399902,5982.700195,5920.399902,5960.100098,5960.100098,1417716100
2020-06-03,5960.100098,6067.299805,5960.100098,6064.899902,6064.899902,1667446000
2020-06-04,6064.899902,6159.500000,6062.700195,6112.000000,6112.000000,1963276800
2020-06-05,6112.000000,6134.899902,6082.700195,6116.500000,6116.500000,1417835800
2020-06-09,6116.500000,6314.600098,6116.500000,6262.899902,6262.899902,1981579000
2020-06-10,6262.899902,6300.600098,6210.100098,6269.299805,6269.299805,1515742600
2020-06-11,6269.299805,6269.299805,6070.000000,6079.500000,6079.500000,1652638800
2020-06-12,6079.500000,6079.500000,5862.600098,5959.899902,5959.899902,2081144700
2020-06-15,5959.899902,5975.700195,5830.000000,5830.000000,5830.000000,1548717100
2020-06-16,5830.000000,6088.899902,5830.000000,6058.100098,6058.100098,1518264700
2020-06-17,6058.100098,6109.200195,6049.500000,6109.100098,6109.100098,1402229200
2020-06-18,6109.100098,6109.100098,6005.100098,6012.500000,6012.500000,0
